name,title,male,culture,date_of_birth,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,mother_is_alive,father_is_alive,heir_is_alive,spouse_is_alive,married,nobility,age,number_of_dead_relations,child_of
Gurn,,0,Vale mountain clans,,,,,Stone Crows,,1,0,0,0,0,,,,,0,0,,0,
Guyne,Archmaester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,
Gwayne Corbray,Ser,1,,,,,,House Corbray,,0,0,0,1,0,,,,,0,1,,0,
Gwayne Gaunt,Ser,0,,,,,,House Gaunt,,0,0,1,0,0,,,,,0,1,,0,
Gwin Goodbrother,,0,Ironborn,,,,,House Goodbrother,,0,0,0,1,0,,,,,0,0,,0,
Gyles,Ser,0,,,,,,Kingsguard,,0,0,0,1,0,,,,,0,1,,0,
Gyleno Dothare,,1,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,
Gyles Farwynd,,1,Ironborn,,,,,House Farwynd of the Lonely Light,,0,0,0,1,0,,,,,0,0,,0,
Gwynesse Harlaw,,0,Ironborn,,,,,House Harlaw,,0,0,0,1,0,,,,,0,0,,0,
Gyles Grafton,,1,,,,,,House Grafton,,0,0,0,1,0,,,,,0,0,,0,
Gyloro Dothare,,1,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,
Gyles III Gardener,,1,,,,,,,,0,0,0,0,0,,,,,0,0,,0,
Gynir,,1,,,,,,House Greyjoy,,0,1,0,0,1,,,,,0,0,,0,
Haggon,,1,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,
Gysella Goodbrother,,0,Ironborn,,,,,House Goodbrother,,0,0,0,1,0,,,,,0,0,,0,
Hali,,0,Free Folk,,,,,,,1,0,0,0,0,,,,,0,0,,0,
Haldon,,1,,,,,,House Targaryen,,0,0,0,0,1,,,,,0,0,,0,
Harbert Paege,Ser,0,,,,,,House Paege,,0,0,0,0,0,,,,,0,1,,0,
Hamish the Harper,,0,,,,,,,,0,0,1,1,1,,,,,0,0,,0,
Halys Hornwood,Hornwood,1,Northmen,,,,,House Hornwood,Donella Manderly,1,1,0,1,0,,,,1.0,1,1,,0,
Harghaz,,1,Ghiscari,,,,,,,0,0,0,0,1,,,,,0,0,,0,
Hareth (Mole's Town),,1,,,,,,Night's Watch,,0,0,0,0,0,,,,,0,0,,0,
Harlan Grandison,Ser,1,,,,,,House Grandison,,0,0,1,0,0,,,,,0,1,,0,
Harle the Handsome,,1,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,
Harle the Huntsman,,1,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,
Harlon Botley,,1,Ironborn,,,,,House Botley,,0,0,0,1,0,,,,,0,0,,0,
Harmund Sharp,,1,Ironborn,,,,,House Sharp,,0,0,0,1,0,,,,,0,0,,0,
Harlon Greyjoy,,1,Ironborn,,Lady of House Stonetree,Quellon Greyjoy,,House Greyjoy,,0,0,0,1,0,,,,,0,0,,0,
Harodon,Archmaester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,
Harra,,0,,,,,,House Whent,,0,1,0,0,0,,,,,0,0,,0,
Harrag Sharp,,0,Ironborn,,,,,House Sharp,,0,1,0,0,0,,,,,0,0,,0,
Harrag Hoare,,1,Ironborn,,,,,,,0,0,0,0,0,,,,,0,0,,0,
Harren Half-Hoare,,1,Ironborn,,,,,,,0,0,0,1,1,,,,,0,0,,0,
Harren Botley,,0,Ironborn,,,,,House Botley,,0,0,0,1,0,,,,,0,0,,0,
Harrold Osgrey,Ser,1,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,1,,0,
Harry Sawyer,Ser,0,,,,,,House Sawyer,,0,0,0,1,0,,,,,0,1,,0,
Harsley,,1,,,,,,,,0,0,1,0,1,,,,,0,0,,0,
Harwyn Hoare,,1,,,,Qhorwyn Hoare,Halleck Hoare,,,0,0,0,0,0,,1.0,1.0,,0,0,,0,
Hayhead,,1,Northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,0,,0,
Hazrak zo Loraq,,1,Ghiscari,,,,,House of Loraq,,0,0,0,0,1,,,,,0,0,,0,
Harwyn Plumm,Ser,1,,,,,,House Plumm,,0,0,1,1,0,,,,,0,1,,0,
Helicent Uffering,,0,,171.0,,,,House Uffering,,0,0,0,0,0,,,,,0,0,100.0,0,
Helliweg,Maester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,
Helly,,0,,,,,,,,0,0,1,1,0,,,,,0,0,,0,
Helya,,0,,,,,,House Greyjoy,,0,1,1,1,0,,,,,0,0,,0,
Henk,,1,Free Folk,,,,,,,0,0,1,1,0,,,,,0,0,,0,
Henly (House Ashford),,0,,,,,,House Ashford,,0,0,0,0,0,,,,,0,0,,0,
Herbert Bolling,Ser,0,,,,,,House Bolling,,0,0,0,1,0,,,,,0,1,,0,
Hendry Bracken,,0,,,,,,House Bracken,,0,1,0,0,0,,,,,0,0,,0,
Heward,,0,northmen,,,,,House Stark,,1,0,0,0,0,,,,,0,0,,0,
Hibald,,1,,,,,,,,0,0,0,1,0,,,,,0,0,,0,
Hilmar Drumm,,1,Ironborn,,,,,House Drumm,,0,0,0,1,0,,,,,0,0,,0,
Hod,,1,,,,,,,,0,1,0,0,0,,,,,0,0,,0,
Hoke,,0,,,,,,House Lannister,,0,0,0,1,0,,,,,0,0,,0,
Holger,,0,Vale mountain clans,,,,,Stone Crows,,0,1,0,0,0,,,,,0,0,,0,
Hop-Robin,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,
Hugh Beesbury,Ser,0,,,,,,House Beesbury,,0,0,0,1,0,,,,,0,1,,0,
Humfrey Clifton,Ser,1,,,,,,House Clifton,,0,0,0,0,1,,,,,0,1,,0,
Hunnimore,Maester,0,,,,,,,,0,0,0,0,0,,,,,0,1,,0,
Husband,,1,,,,,,,Sharna,0,0,1,1,0,,,,1.0,1,0,,0,
Illifer,Ser,1,,240.0,,,,,,0,0,0,1,0,,,,,0,1,65.0,0,
Ironbelly,,1,,,,,,,,0,1,1,0,0,,,,,0,0,,0,
Jaehaerys Targaryen (son of Aegon II),Prince,1,,123.0,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,6.0,0,
Jaehaera Targaryen,PrincessQueen,0,Valyrian,123.0,,,,House Targaryen,Aegon III Targaryen,0,0,0,0,0,,,,0.0,1,1,10.0,0,
Jaggot,,0,Vale mountain clans,,,,,Stone Crows,,1,0,0,0,0,,,,,0,0,,0,
Jaehaerys II Targaryen,,1,,,Betha Blackwood,Aegon V Targaryen,Aerys II Targaryen,,,0,0,0,0,0,1.0,0.0,0.0,,0,0,,0,
Jaime Frey,,1,,299.0,,,,House Frey,,0,0,0,1,0,,,,,0,0,6.0,0,
Jaehaerys I Targaryen,,1,,,Alyssa Velaryon,Aenys I Targaryen,Aemon Targaryen,,,0,0,0,0,0,1.0,0.0,1.0,,0,0,,5,
Jate,,0,,,,,,,,0,0,0,1,0,,,,,0,0,,0,
Jate Blackberry,,1,,,,,,House Blackberry,,0,0,1,0,0,,,,,0,0,,0,
Jasper Waynwood,,1,,,,,,House Waynwood,,0,0,0,1,0,,,,,0,0,,0,
Jayde,,0,,,,,,Chataya's brothel,,0,0,1,0,0,,,,,0,0,,0,
Jeffory Norcross,Ser,1,,,,,,House Norcross,,0,0,0,1,0,,,,,0,1,,0,
Jeffory Mallister,,1,,,,,,House Mallister,,0,1,0,0,0,,,,,0,0,,0,
Jayne Bracken,,0,,,,,,House Bracken,,0,0,0,0,1,,,,,0,0,,0,
Squinty Jeyne,,0,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,,0,
Jeyne Fossoway,,0,,,,,,House Fossoway of New Barrel,Gunthor Hightower,0,0,0,1,0,,,,1.0,1,0,,0,
Jeyne Heddle,,0,,281.0,,,,Brotherhood Without Banners,,0,0,0,1,0,,,,,0,0,24.0,0,
Jeyne Swann,,0,,,,,,House Swann,,0,0,1,0,0,,,,,0,0,,0,
Jeyne Westerling (wife of Maegor I),QueenBlack Bride,0,,27.0,,,,House Westerling,Alyn Tarbeck,0,0,1,0,0,,,,1.0,1,1,20.0,0,
Jeyne Waters,,1,Westeros,171.0,,,,,,0,0,0,0,0,,,,,0,0,100.0,0,
Jeyne Westerling,Winterfell,0,Westermen,283.0,,,,House Westerling,Robb Stark,0,0,1,1,0,,,,0.0,1,1,22.0,0,
Jocelyn Swyft,,0,,,,,,House Swyft,,0,0,0,1,1,,,,,0,0,,0,
Jodge,,1,,,,,,House Lannister,,0,1,0,0,0,,,,,0,0,,0,
Joanna Swyft,,0,,,,,,House Swyft,,0,0,1,1,0,,,,,0,0,,0,
Joanna Lannister,Casterly Rock,0,Westerman,245.0,Marla Prester,Jason Lannister,,House Lannister,Tywin Lannister,1,1,1,1,1,,,,0.0,1,1,28.0,5,
Johanna Swann,,0,,,,,,House Swann,,0,0,0,0,0,,,,,0,0,,0,
Jommo,Khal,1,Dothraki,,,,,,,1,0,0,1,0,,,,,0,0,,0,
Jommy,,1,,,,,,House Baratheon,,0,1,0,0,0,,,,,0,0,,0,
Jon Cupps,Ser,1,,,,,,House Cupps,Leyla Hightower,0,0,0,1,0,,,,1.0,1,1,,0,
Jon Heddle,Ser,1,,,,,,House Heddle,,0,0,0,1,0,,,,,0,1,,0,
Jon Hollard,Ser,1,,,,,,House Hollard,,0,0,0,1,0,,,,,0,1,,0,
Jon Penny,,0,,,,,,House Penny,,0,0,0,1,0,,,,,0,0,,0,
Jon Penrose,Ser,1,,,,,,House Penrose,,0,0,0,0,0,,,,,0,1,,0,
Jon Pox,,1,,,,,,,,0,0,0,1,0,,,,,0,0,,0,
Jon Vance,Maester,1,,,,,,,,0,0,0,1,0,,,,,0,1,,0,
Jon Umber (Smalljon),,1,Northmen,,,,,House Umber,,1,1,1,1,1,,,,,0,0,,0,
Jon Umber (Greatjon),Last Hearth,1,Northmen,,,,,House Umber,,1,1,1,1,1,,,,,0,1,,0,
Jon Waters,Ser,1,,171.0,,,,,,0,0,0,1,0,,,,,0,1,100.0,0,
Jorquen,Septon,1,,,,,,Night's Watch,,0,0,0,1,0,,,,,0,0,,0,
Jorgen,,1,,,,,,House Webber,,0,0,0,0,0,,,,,0,0,,0,
Joseran,Maester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,
Joseth,,1,,,,,,House Stark,,1,1,0,0,0,,,,,0,0,,0,
Joseth Mallister,Ser,0,,,,,,House Mallister,,0,0,0,0,0,,,,,0,1,,0,
Joss,,1,,,,,,,,1,0,0,0,0,,,,,0,0,,0,
Joss the Gloom,,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,
Joth Quickbow,,0,,,,,,,,0,0,1,0,0,,,,,0,0,,0,
Josua Willum,,1,,,,,,House Willum,,0,1,0,0,0,,,,,0,0,,0,
Jurne,Maester,0,,,,,,,,0,1,1,1,0,,,,,0,1,,0,
Jothos Slynt,,1,,,,,,House Slynt,,0,0,1,0,0,,,,,0,0,,0,
Jyck,,1,,,,,,House Lannister,,1,0,0,0,0,,,,,0,0,,0,
Jyzene,,0,,,,,,,,0,0,1,1,0,,,,,0,0,,0,
Kegs,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,
Kella,,0,,,,,,House Baelish,,0,0,1,0,0,,,,,0,0,,0,
Kemmett Pyke,,0,Ironborn,,,,,,,0,0,0,1,1,,,,,0,0,,0,
Kenned,,0,Ironborn,,,,,,,0,1,0,0,0,,,,,0,0,,0,
Ketter,,0,,,,,,Night's Watch,,1,0,0,0,0,,,,,0,0,,0,
Kirby Pimm,Ser,1,,,,,,,,0,0,0,0,0,,,,,0,1,,0,
Kojja Mo,,0,Summer Isles,,,,,,,0,0,0,1,0,,,,,0,0,,0,
Kirth Vance,,1,,,,,,House Vance of Atranta,,0,0,1,1,0,,,,,0,0,,0,
Koss,,1,,,,,,,,0,1,0,0,0,,,,,0,0,,0,
Kromm,,0,ironborn,,,,,House Greyjoy,,0,1,0,0,0,,,,,0,0,,0,
Kurz,,1,,,,,,,,0,1,0,0,0,,,,,0,0,,0,
Kyle,Ser,1,,,,,,,,0,0,0,0,0,,,,,0,1,,0,
Kyle (brotherhood),,0,,,,,,Brotherhood without banners,,0,0,0,0,0,,,,,0,0,,0,
Kyle Royce,,1,,,,,,House Royce,,0,1,0,0,0,,,,,0,0,,0,
Kyleg,,0,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,
Kym,Maester,0,,,,,,,,0,1,0,0,0,,,,,0,1,,0,
Lamprey,,1,,,,,,House Baratheon of Dragonstone,,0,0,1,0,0,,,,,0,0,,0,
Lancel V Lannister,,0,,,,,,,,0,0,0,0,0,,,,,0,0,,0,
Lanna,,0,,285.0,,,,,,0,0,1,1,0,,,,,0,0,20.0,0,
Lanna (Happy Port),,0,Braavosi,286.0,,,,Happy Port,,0,0,0,1,0,,,,,0,0,19.0,0,
Larraq,,1,Ghiscari,,,,,,,0,0,0,0,1,,,,,0,0,,0,
Layna,,0,,279.0,,,,,,0,1,0,0,0,,,,,0,0,26.0,0,
Lem,,1,,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,,0,
Leana Frey,,0,,299.0,,,,House Frey,,0,0,0,1,0,,,,,0,0,6.0,0,
Lennocks,,1,,,,,,,,0,0,1,0,0,,,,,0,0,,0,
Lem (Standfast),,0,,161.0,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,100.0,0,
Lenn,,0,Free Folk,,,,,,,0,0,1,1,0,,,,,0,0,,0,
Lenyl,,1,Free Folk,,,,,,,0,0,1,1,1,,,,,0,0,,0,
Lenwood Tawney,,1,Ironborn,,,,,House Tawney,,0,0,0,1,0,,,,,0,0,,0,
Leo Tyrell (Longthorn),Lord Paramount of the Mander,1,Reach,,,,,House Tyrell,,0,0,1,0,0,,,,,0,1,,0,
Leona Tyrell,,0,,,,,,House Tyrell,,0,0,1,1,0,,,,,0,0,,0,
Leo Tyrell (son of Victor),Ser,1,,,,,,House Tyrell,Alys Beesbury,0,0,1,1,0,,,,1.0,1,1,,0,
Lester,,0,,,,,,House Lannister,,0,0,1,1,0,,,,,0,0,,0,
Lew (guard),,0,Northmen,,,,,House Stark,,0,0,0,0,0,,,,,0,0,,0,
Lewis Lanster,,1,,,,,,Windblown,,0,0,0,0,1,,,,,0,0,,0,
Lewys Piper,,1,Rivermen,,,,,House Piper,,0,0,0,1,1,,,,,0,0,,0,
Leyla Hightower,,0,,,,,,House Hightower,Jon Cupps,0,0,0,1,0,,,,1.0,1,0,,0,
Lia Serry,,0,,,,,,House Serry,Theodore Tyrell,0,0,1,1,0,,,,1.0,1,0,,0,
Liane Vance,,0,,,,,,House Vance of Wayfarer's Rest,,0,0,0,1,0,,,,,0,0,,0,
Lister,,1,,,,,,,,0,0,1,0,0,,,,,0,0,,0,
Long Lew,,1,,,,,,House Tully,,0,0,0,0,0,,,,,0,0,,0,
Lorcas,,1,,241.0,,,,,,0,0,0,1,0,,,,,0,0,64.0,0,
Lorent Lorch,Ser,0,,,,,,House Lorch,,0,0,0,1,1,,,,,0,1,,0,
Lorimer,Ser,1,,,,,,House Lefford,,0,0,0,1,0,,,,,0,1,,0,
Lorren,,1,,,,,,,,0,1,0,0,0,,,,,0,0,,0,
Lothar,Maester,1,,,,,,,,0,0,0,0,0,,,,,0,1,,0,
Lorent Tyrell,,0,,,,,,House Tyrell,,0,0,1,1,0,,,,,0,0,,0,
Lotho Lornel,,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,
Lucan,,1,,,,,,House Whent,,0,1,0,0,0,,,,,0,0,,0,
Lucamore Strong,Ser,1,,,,,,House Strong,,0,0,0,1,0,,,,,0,1,,0,
Lucantine Woodwright,Ser,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,
Lucas Nayland,Ser,0,,,,,,House Nayland,,0,0,0,0,0,,,,,0,1,,0,
Lucas Roote,,1,,,,,,House Roote,,0,0,1,0,0,,,,,0,0,,0,
Lucifer Hardy,Lord,1,,,,,,House Hardy,,0,0,0,1,0,,,,,0,1,,0,
Luco Prestayn,,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,
Lucimore Botley,,0,Ironborn,,,,,House Botley,,0,0,0,1,0,,,,,0,0,,0,
Lucos,Septon,1,,,,,,,,0,0,0,1,0,,,,,0,0,,0,
Luke of Longtown,,0,,,,,,Night's Watch,,0,0,0,0,1,,,,,0,0,,0,
Lucas Tyrell,,1,,,,,,House Tyrell,,0,0,1,1,0,,,,,0,0,,0,
Lum,,1,westermen,,,,,House Lannister,,0,0,1,1,0,,,,,0,0,,0,
Luton,,1,Northmen,,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,
Luthor Tyrell (son of Moryn),Ser,0,,,,,,House Tyrell,Elyn Norridge,0,0,1,1,0,,,,1.0,1,1,,0,
Luthor Tyrell (son of Theodore),,1,,,,,,House Tyrell,,0,0,1,1,0,,,,,0,0,,0,
Lymond Mallister,Seagard,0,,,,,,House Mallister,,0,0,0,0,0,,,,,0,1,,0,
Lync,,0,,,,,,Night's Watch,,0,1,0,0,0,,,,,0,0,,0,
Lyonel (knight),Ser,1,,,,,,House Lannister,,0,1,0,0,0,,,,,0,1,,0,
Lyonel Bentley,Ser,0,,,,,,Queensguard,,0,0,0,0,0,,,,,0,1,,0,
Lyonel Tyrell (lord),Lord Paramount of the Mander,1,Reach,,,,,House Tyrell,,0,0,0,0,0,,,,,0,1,,0,
Lysa Meadows,,0,,,,,,House Meadows,Olymer Tyrell,0,0,1,1,0,,,,1.0,1,0,,0,
Lyonel Tyrell (son of Leo),,0,,,,,,House Tyrell,,0,0,1,1,0,,,,,0,0,,0,
Maddy,,0,,,,,,House Arryn,,0,0,0,1,1,,,,,0,0,,0,
Maerie (Goodwife),Goodwife,0,,,,,,,,0,0,1,0,0,,,,,0,1,,0,
Maerie (Whore),,0,,,,,,,,0,0,1,0,0,,,,,0,0,,0,
Maggy,,1,,,,,,,,0,0,1,1,0,,,,,0,0,,0,
Malcolm,Ser,0,,,,,,,,0,1,0,0,0,,,,,0,1,,0,
Malleon,Grand Maester,1,,,,,,,,1,0,0,0,0,,,,,0,1,,0,
Malliard,Wisdom,1,,,,,,Alchemists' Guild,,0,1,0,0,0,,,,,0,1,,0,
Mallor (Knight),Ser,1,,,,,,,,0,0,0,0,0,,,,,0,1,,0,
Mallor,,0,,,,,,House Lannister,,1,0,0,0,0,,,,,0,0,,0,
Manfred Dondarrion,Ser,1,,,,,,House Dondarrion,,0,0,0,0,0,,,,,0,1,,0,
Manfred Lothston,,1,,,,,,House Lothston,,0,0,0,0,0,,,,,0,0,,0,
Manfred Swann,Ser,0,,,,,,House Swann,,0,0,1,0,0,,,,,0,1,,0,
Manfryd Lothston,,1,,,,,,House Lothston,,0,0,0,1,0,,,,,0,0,,0,
Manfryd Yew,Ser,0,,,,,,House Yew,,0,0,0,1,1,,,,,0,1,,0,
Marei,,1,,280.0,,,,Chataya's brothel,,0,1,1,1,1,,,,,0,0,25.0,0,
Marghaz zo Loraq,,1,Ghiscari,,,,,House of Loraq,,0,0,0,0,1,,,,,0,0,,0,
Maris,,0,Free folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,
Marq Grafton,,1,,,,,,House Grafton,,0,0,0,1,0,,,,,0,0,,0,
Martyn Mullendore,Uplands,0,,,,,,House Mullendore,,0,0,0,1,0,,,,,0,1,,0,
Maslyn,,0,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,
Mathos Mallarawan,,0,Qartheen,,,,,,,0,1,0,0,0,,,,,0,0,,0,
Matrice,,0,,,,,,House Baratheon of Dragonstone,,0,1,0,0,0,,,,,0,0,,0,
Matt,,1,,,,,,,,0,0,1,0,0,,,,,0,0,,0,
Maynard,Ser,1,,,,,,,,0,0,1,1,0,,,,,0,1,,0,
Maynard Plumm,Ser,1,,,,,,House Plumm,,0,0,0,0,0,,,,,0,1,,0,
Mazdhan zo Loraq,,1,Ghiscaricari,,,,,House of Loraq,,0,0,0,0,1,,,,,0,0,,0,
Mebble,,1,,,,,,,,0,1,0,0,0,,,,,0,0,,0,
Meha,,0,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,
Mela,,0,,,,,,House Arryn,,0,0,0,1,1,,,,,0,0,,0,
Meizo Mahr,,0,,,,,,,,0,0,1,0,0,,,,,0,0,,0,
Melaquin,Maester,0,,,,,,,,0,0,0,0,0,,,,,0,1,,0,
Medwick Tyrell,Maester,1,,,Elyn Norridge,Luthor Tyrell son of Moryn,,,,0,0,1,1,0,,,,,0,1,,0,
Meliana,,0,,,,,,,,0,0,1,0,0,,,,,0,0,,0,
Melicent,Septa,0,,,,,,,,0,0,0,1,0,,,,,0,0,,0,
Mellei,,0,,,,,,House Martell,,0,0,0,1,0,,,,,0,0,,0,
Melly,,0,,,,,,Brotherhood Without Banners,,0,0,1,0,0,,,,,0,0,,0,
Mellos,Grand Maester,1,,,,,,,,0,0,0,0,0,,,,,0,1,,0,
Meralyn,,0,Braavosi,,,,,Happy Port,,0,0,0,1,0,,,,,0,0,,0,
Merling Queen,,0,Braavosi,,,,,,,0,0,0,1,1,,,,,0,0,,0,
Mero,,1,Braavosi,,,,,Second Sons,,0,0,1,0,1,,,,,0,0,,0,
Merrell Florent,,1,,,,,,House Florent,,0,1,1,1,0,,,,,0,0,,0,
Michael Mertyns,Ser,1,,,,,,House Mertyns,,0,0,0,1,0,,,,,0,1,,0,
Miklaz,Cupbearer,0,Ghiscari,,,,,,,0,0,0,0,1,,,,,0,1,,0,
Mollander,,1,,,,,,,,0,0,0,1,0,,,,,0,0,,0,
Mollos,Archmaester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,
Moonshadow,,0,Braavos,,,,,,,0,0,0,1,0,,,,,0,0,,0,
Moreo Tumitis,,1,,268.0,,,,,,1,0,0,0,0,,,,,0,0,37.0,0,
Morgarth,Ser,1,,,,,,House Baelish,,0,0,0,1,1,,,,,0,1,,0,
Moro,Khal,1,Dothraki,,,,,,,1,0,0,1,0,,,,,0,0,,0,
Morra,,0,,,,,,House Martell,,0,0,0,1,0,,,,,0,0,,0,
Morrec,,1,,,,,,House Lannister,,1,0,0,0,0,,,,,0,0,,0,
Mors Manwoody,,1,,,,,,House Manwoody,,0,0,1,1,0,,,,,0,0,,0,
Mortimer Boggs,Ser,1,,,,,,House Boggs,,0,0,0,0,0,,,,,0,1,,0,
Mors Martell (brother of Doran),,1,,248.0,,,,House Martell,,0,0,0,1,0,,,,,0,0,0.0,0,
Mother Mole,,0,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,
Mudge (brotherhood),,0,,,,,,Brotherhood without banners,,0,0,0,0,0,,,,,0,0,,0,
Mudge (miller),,1,,,,,,,,0,0,1,0,0,,,,,0,0,,0,
Mudge (swineherd),,1,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,,0,
Munciter,Wisdom,1,,,,,,Alchemists' Guild,,0,1,0,0,0,,,,,0,1,,0,
Mully,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,
Murch,,1,,,,,,,,0,1,0,0,0,,,,,0,0,,0,
Murch (Winterfell),,1,Northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,0,,0,
Myles (squire),,1,,,,,,House Tully,,0,1,0,0,0,,,,,0,0,,0,
Myrtle,,0,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,
Nage,,1,,,,,,House Bolton,,0,0,1,0,0,,,,,0,0,,0,
Nail,,0,,,,,,Second Sons,,0,0,0,0,1,,,,,0,0,,0,
Narbert,BrotherProctor,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,
Narbo,,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,
Nan,,0,,,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,
Ned (ferryman),,1,,,,,,,,0,0,0,0,0,,,,,0,0,,0,
Nella,,0,Free Folk,,,,,,Craster,0,1,1,1,0,,,,0.0,1,0,,0,
Ned Woods,,1,Northmen,,,,,House Woods,,0,0,0,0,1,,,,,0,0,,0,
Nissa Nissa,,1,,,,,,,Azor Ahai,0,1,0,0,0,,,,1.0,1,0,,0,
Nightingale,,0,,,,,,,,0,0,0,1,0,,,,,0,0,,0,
Nolla,Goodwife,0,,,,,,,,0,0,1,0,0,,,,,0,1,,0,
Norjen,,0,Ironmen,,,,,Drowned men,,0,0,0,1,0,,,,,0,0,,0,
Norren,Archmaester,1,,,,,,,,0,0,0,1,0,,,,,0,1,,0,
Nymos,Archmaester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,
Normund Tyrell,Maester,0,,,,,,,,0,0,1,1,0,,,,,0,1,,0,
Ocley,Archmaester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,
Ogo,Khal,1,Dothraki,,,,,,,1,0,0,0,0,,,,,0,0,,0,
Old Crackbones,,1,,,,,,,,0,0,0,1,0,,,,,0,0,,0,
Old Grey Gull,,1,Ironborn,,,,,Drowned men,,0,0,0,1,1,,,,,0,0,,0,
Old Tattersalt,,1,,,,,,Night's Watch,,0,0,0,1,1,,,,,0,0,,0,
Old Henly,,1,,220.0,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,79.0,0,
Olyvar Oakheart,Ser,1,,,,,,House Oakheart,,0,0,0,1,0,,,,,0,1,,0,
Olene Tyrell,,0,,,Elyn Norridge,Luthor Tyrell son of Moryn,,House Tyrell,Leo Blackbar,0,0,1,1,0,,,,1.0,1,0,,0,
Orbelo,,1,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,
Orivel,Ser,1,,,,,,Kingsguard,,0,0,0,1,0,,,,,0,1,,0,
Orell,,1,Free Folk,,,,,,,0,1,1,1,1,,,,,0,0,,0,
Ormond (knight),Ser,0,,,,,,,,0,0,0,0,0,,,,,0,1,,0,
Ormond Osgrey,Coldmoat,0,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,1,,0,
Ormond Westerling,Ser,0,,,,,,House Westerling,,0,0,0,0,0,,,,,0,1,,0,
Oro Tendyris,,1,Braavosi,,,,,,,0,1,1,1,0,,,,,0,0,,0,
Ormund Wylde,Ser,1,,,,,,House Wylde,,0,0,0,0,1,,,,,0,1,,0,
Osmynd,Septon,0,,,,,,Faith of the Seven,,0,1,0,0,0,,,,,0,0,,0,
Ossy,,0,,,,,,House Royce of the Gates of the Moon,,0,0,0,1,0,,,,,0,0,,0,
Oswyn,,0,,,,,,Kingswood Brotherhood,,0,0,1,0,0,,,,,0,0,,0,
Othor,,1,,,,,,Night's Watch,,1,0,0,0,0,,,,,0,0,,0,
Otter Gimpknee,,0,,,,,,,,0,1,1,0,0,,,,,0,0,,0,
Ottomore,,1,,,,,,,,0,0,0,1,0,,,,,0,0,,0,
Owen (brother of Meribald),,1,,,,,,,,0,0,0,1,0,,,,,0,0,,0,
Owen,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,
Owen Inchfield,Ser,0,,,,,,House Inchfield,,0,0,0,1,0,,,,,0,1,,0,
Palla,,0,Northmen,,,,,House Stark,,0,1,0,1,0,,,,,0,0,,1,
Pate (Old),,1,,,,,,,,0,0,1,0,0,,,,,0,0,,0,
Pate (Mory),,1,,,,,,,,0,0,1,0,0,,,,,0,0,,0,
Pate (Lancewood),,1,,,,,,,,0,0,1,0,0,,,,,0,0,,0,
Pate (Pinchbottom),,0,,,,,,,,0,0,0,0,0,,,,,0,0,,0,
Pate (Night's Watch),,0,,,,,,Night's Watch,,0,0,0,0,0,,,,,0,0,,0,
Pate (Shermer's Grove),,1,,,,,,,,0,0,0,0,0,,,,,0,0,,0,
Pate (Standfast),,1,,161.0,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,100.0,0,
